treatment,plant,leaf,inquiline,date,count,,,,,,,,,,,,,,
a4,18,3,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,18,3,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,18,3,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,18,3,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,18,3,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,18,3,headcap,19990622,,,,,,,,,,,,,,,
a4,18,3,other,19990622,,,,,,,,,,,,,,,
a4,18,3,volume ml,19990622,,,,,,,,,,,,,,,
a4,18,4,Wyeomyia,19990622,,,,,,,,,,,,,,,
a4,18,4,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,18,4,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,18,4,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,18,4,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,18,4,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,18,4,headcap,19990622,,,,,,,,,,,,,,,
a4,18,4,other,19990622,,,,,,,,,,,,,,,
a4,18,4,volume ml,19990622,,,,,,,,,,,,,,,
a4,19,1,Wyeomyia,19990622,0,,,,,,,,,,,,,,
a4,19,1,Metriocnemus,19990622,0,,,,,,,,,,,,,,
a4,19,1,Blaesoxipha,19990622,0,,,,,,,,,,,,,,
a4,19,1,Sarraceniopus,19990622,0,,,,,,,,,,,,,,
a4,19,1,Habrotrocha,19990622,0,,,,,,,,,,,,,,
a4,19,1,rotvol ml,19990622,0.5,,,,,,,,,,,,,,
a4,19,1,headcap,19990622,3,,,,,,,,,,,,,,
a4,19,1,other,19990622,0,,,,,,,,,,,,,,
a4,19,1,volume ml,19990622,1.4,,,,,,,,,,,,,,
a4,19,2,Wyeomyia,19990622,,,,,,,,,,,,,,,
a4,19,2,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,19,2,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,19,2,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,19,2,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,19,2,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,19,2,headcap,19990622,,,,,,,,,,,,,,,
a4,19,2,other,19990622,,,,,,,,,,,,,,,
a4,19,2,volume ml,19990622,,,,,,,,,,,,,,,
a4,19,3,Wyeomyia,19990622,,,,,,,,,,,,,,,
a4,19,3,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,19,3,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,19,3,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,19,3,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,19,3,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,19,3,headcap,19990622,,,,,,,,,,,,,,,
a4,19,3,other,19990622,,,,,,,,,,,,,,,
a4,19,3,volume ml,19990622,,,,,,,,,,,,,,,
a4,19,4,Wyeomyia,19990622,,,,,,,,,,,,,,,
a4,19,4,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,19,4,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,19,4,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,19,4,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,19,4,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,19,4,headcap,19990622,,,,,,,,,,,,,,,
a4,19,4,other,19990622,,,,,,,,,,,,,,,
a4,19,4,volume ml,19990622,,,,,,,,,,,,,,,
a4,20,1,Wyeomyia,19990622,0,,,,,,,,,,,,,,
a4,20,1,Metriocnemus,19990622,0,,,,,,,,,,,,,,
a4,20,1,Blaesoxipha,19990622,0,,,,,,,,,,,,,,
a4,20,1,Sarraceniopus,19990622,0,,,,,,,,,,,,,,
a4,20,1,Habrotrocha,19990622,0,,,,,,,,,,,,,,
a4,20,1,rotvol ml,19990622,0.5,,,,,,,,,,,,,,
a4,20,1,headcap,19990622,3,,,,,,,,,,,,,,
a4,20,1,other,19990622,0,,,,,,,,,,,,,,
a4,20,1,volume ml,19990622,1.2,,,,,,,,,,,,,,
a4,20,2,Wyeomyia,19990622,,,,,,,,,,,,,,,
a4,20,2,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,20,2,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,20,2,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,20,2,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,20,2,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,20,2,headcap,19990622,,,,,,,,,,,,,,,
a4,20,2,other,19990622,,,,,,,,,,,,,,,
a4,20,2,volume ml,19990622,,,,,,,,,,,,,,,
a4,20,3,Wyeomyia,19990622,,,,,,,,,,,,,,,
a4,20,3,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,20,3,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,20,3,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,20,3,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,20,3,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,20,3,headcap,19990622,,,,,,,,,,,,,,,
a4,20,3,other,19990622,,,,,,,,,,,,,,,
a4,20,3,volume ml,19990622,,,,,,,,,,,,,,,
a4,20,4,Wyeomyia,19990622,,,,,,,,,,,,,,,
a4,20,4,Metriocnemus,19990622,,,,,,,,,,,,,,,
a4,20,4,Blaesoxipha,19990622,,,,,,,,,,,,,,,
a4,20,4,Sarraceniopus,19990622,,,,,,,,,,,,,,,
a4,20,4,Habrotrocha,19990622,,,,,,,,,,,,,,,
a4,20,4,rotvol ml,19990622,,,,,,,,,,,,,,,
a4,20,4,headcap,19990622,,,,,,,,,,,,,,,
a4,20,4,other,19990622,,,,,,,,,,,,,,,
a4,20,4,volume ml,19990622,,,,,,,,,,,,,,,
a1,1,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,1,1,Metriocnemus,19990629,1,,,,,,,,,,,,,,
a1,1,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,1,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,1,1,Habrotrochacha,19990629,,,,,,,,,,,,,,,
a1,1,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,1,1,headcap,19990629,2,,,,,,,,,,,,,,
a1,1,1,other,19990629,0,,,,,,,,,,,,,,
a1,1,1,volume ml,19990629,0.4,,,,,,,,,,,,,,
a1,2,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,2,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,2,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,2,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,2,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,2,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,2,1,headcap,19990629,1,,,,,,,,,,,,,,
a1,2,1,other,19990629,0,,,,,,,,,,,,,,
a1,2,1,volume ml,19990629,0.6,,,,,,,,,,,,,,
a1,3,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a1,3,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a1,3,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a1,3,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,3,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,3,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a1,3,1,headcap,19990629,,,,,,,,,,,,,,,
a1,3,1,other,19990629,,,,,,,,,,,,,,,
a1,3,1,volume ml,19990629,0,,,,,,,,,,,,,,
a1,4,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a1,4,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a1,4,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a1,4,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,4,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,4,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a1,4,1,headcap,19990629,,,,,,,,,,,,,,,
a1,4,1,other,19990629,,,,,,,,,,,,,,,
a1,4,1,volume ml,19990629,0,,,,,,,,,,,,,,
a1,5,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a1,5,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a1,5,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a1,5,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,5,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,5,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a1,5,1,headcap,19990629,,,,,,,,,,,,,,,
a1,5,1,other,19990629,,,,,,,,,,,,,,,
a1,5,1,volume ml,19990629,0,,,,,,,,,,,,,,
a1,6,1,Wyeomyia,19990629,10,,,,,,,,,,,,,,
a1,6,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,6,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,6,1,Sarraceniopus,19990629,0,,,,,,,,,,,,,,
a1,6,1,Habrotrocha,19990629,0,,,,,,,,,,,,,,
a1,6,1,rotvol ml,19990629,0.5,,,,,,,,,,,,,,
a1,6,1,headcap,19990629,1,,,,,,,,,,,,,,
a1,6,1,other,19990629,0,,,,,,,,,,,,,,
a1,6,1,volume ml,19990629,2.2,,,,,,,,,,,,,,
a1,7,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,7,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,7,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,7,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,7,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,7,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,7,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,7,1,other,19990629,0,,,,,,,,,,,,,,
a1,7,1,volume ml,19990629,0.2,,,,,,,,,,,,,,
a1,8,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,8,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,8,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,8,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,8,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,8,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,8,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,8,1,other,19990629,0,,,,,,,,,,,,,,
a1,8,1,volume ml,19990629,0.4,,,,,,,,,,,,,,
a1,9,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,9,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,9,1,Blaesoxipha,19990629,1,,,,,,,,,,,,,,
a1,9,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,9,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,9,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,9,1,headcap,19990629,2,,,,,,,,,,,,,,
a1,9,1,other,19990629,0,,,,,,,,,,,,,,
a1,9,1,volume ml,19990629,0.2,,,,,,,,,,,,,,
a1,10,1,Wyeomyia,19990629,2,,,,,,,,,,,,,,
a1,10,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,10,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,10,1,Sarraceniopus,19990629,4,,,,,,,,,,,,,,
a1,10,1,Habrotrocha,19990629,0,,,,,,,,,,,,,,
a1,10,1,rotvol ml,19990629,0.5,,,,,,,,,,,,,,
a1,10,1,headcap,19990629,2,,,,,,,,,,,,,,
a1,10,1,other,19990629,0,,,,,,,,,,,,,,
a1,10,1,volume ml,19990629,1.9,,,,,,,,,,,,,,
a1,11,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a1,11,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a1,11,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a1,11,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,11,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,11,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a1,11,1,headcap,19990629,,,,,,,,,,,,,,,
a1,11,1,other,19990629,,,,,,,,,,,,,,,
a1,11,1,volume ml,19990629,0,,,,,,,,,,,,,,
a1,12,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,12,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,12,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,12,1,Sarraceniopus,19990629,8,,,,,,,,,,,,,,
a1,12,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,12,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,12,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,12,1,other,19990629,0,,,,,,,,,,,,,,
a1,12,1,volume ml,19990629,1.5,,,,,,,,,,,,,,
a1,13,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,13,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,13,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,13,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,13,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,13,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,13,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,13,1,other,19990629,0,,,,,,,,,,,,,,
a1,13,1,volume ml,19990629,0.5,,,,,,,,,,,,,,
a1,14,1,Wyeomyia,19990629,1,,,,,,,,,,,,,,
a1,14,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,14,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,14,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,14,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,14,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,14,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,14,1,other,19990629,0,,,,,,,,,,,,,,
a1,14,1,volume ml,19990629,0.2,,,,,,,,,,,,,,
a1,15,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,15,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,15,1,Blaesoxipha,19990629,1,,,,,,,,,,,,,,
a1,15,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,15,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,15,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,15,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,15,1,other,19990629,,,,,,,,,,,,,,,
a1,15,1,volume ml,19990629,0.05,,,,,,,,,,,,,,
a1,16,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,16,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,16,1,Blaesoxipha,19990629,1,,,,,,,,,,,,,,
a1,16,1,Sarraceniopus,19990629,36,,,,,,,,,,,,,,
a1,16,1,Habrotrocha,19990629,93,,,,,,,,,,,,,,
a1,16,1,rotvol ml,19990629,0.5,,,,,,,,,,,,,,
a1,16,1,headcap,19990629,3,,,,,,,,,,,,,,
a1,16,1,other,19990629,0,,,,,,,,,,,,,,
a1,16,1,volume ml,19990629,1.3,,,,,,,,,,,,,,
a1,17,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a1,17,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a1,17,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a1,17,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,17,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,17,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a1,17,1,headcap,19990629,,,,,,,,,,,,,,,
a1,17,1,other,19990629,,,,,,,,,,,,,,,
a1,17,1,volume ml,19990629,0,,,,,,,,,,,,,,
a1,18,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,18,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,18,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,18,1,Sarraceniopus,19990629,5,,,,,,,,,,,,,,
a1,18,1,Habrotrocha,19990629,71,,,,,,,,,,,,,,
a1,18,1,rotvol ml,19990629,0.5,,,,,,,,,,,,,,
a1,18,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,18,1,other,19990629,0,,,,,,,,,,,,,,
a1,18,1,volume ml,19990629,1.4,,,,,,,,,,,,,,
a1,19,1,Wyeomyia,19990629,0,,,,,,,,,,,,,,
a1,19,1,Metriocnemus,19990629,0,,,,,,,,,,,,,,
a1,19,1,Blaesoxipha,19990629,0,,,,,,,,,,,,,,
a1,19,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,19,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,19,1,rotvol ml,19990629,0,,,,,,,,,,,,,,
a1,19,1,headcap,19990629,0,,,,,,,,,,,,,,
a1,19,1,other,19990629,0,,,,,,,,,,,,,,
a1,19,1,volume ml,19990629,0.5,,,,,,,,,,,,,,
a1,20,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a1,20,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a1,20,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a1,20,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a1,20,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a1,20,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a1,20,1,headcap,19990629,,,,,,,,,,,,,,,
a1,20,1,other,19990629,,,,,,,,,,,,,,,
a1,20,1,volume ml,19990629,0,,,,,,,,,,,,,,
a2,1,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,1,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,1,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,1,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,1,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,1,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,1,1,headcap,19990629,,,,,,,,,,,,,,,
a2,1,1,other,19990629,,,,,,,,,,,,,,,
a2,1,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,2,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,2,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,2,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,2,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,2,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,2,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,2,1,headcap,19990629,,,,,,,,,,,,,,,
a2,2,1,other,19990629,,,,,,,,,,,,,,,
a2,2,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,3,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,3,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,3,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,3,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,3,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,3,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,3,1,headcap,19990629,,,,,,,,,,,,,,,
a2,3,1,other,19990629,,,,,,,,,,,,,,,
a2,3,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,4,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,4,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,4,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,4,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,4,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,4,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,4,1,headcap,19990629,,,,,,,,,,,,,,,
a2,4,1,other,19990629,,,,,,,,,,,,,,,
a2,4,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,5,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,5,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,5,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,5,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,5,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,5,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,5,1,headcap,19990629,,,,,,,,,,,,,,,
a2,5,1,other,19990629,,,,,,,,,,,,,,,
a2,5,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,6,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,6,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,6,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,6,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,6,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,6,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,6,1,headcap,19990629,,,,,,,,,,,,,,,
a2,6,1,other,19990629,,,,,,,,,,,,,,,
a2,6,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,7,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,7,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,7,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,7,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,7,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,7,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,7,1,headcap,19990629,,,,,,,,,,,,,,,
a2,7,1,other,19990629,,,,,,,,,,,,,,,
a2,7,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,8,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,8,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,8,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,8,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,8,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,8,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,8,1,headcap,19990629,,,,,,,,,,,,,,,
a2,8,1,other,19990629,,,,,,,,,,,,,,,
a2,8,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,9,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,9,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,9,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,9,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,9,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,9,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,9,1,headcap,19990629,,,,,,,,,,,,,,,
a2,9,1,other,19990629,,,,,,,,,,,,,,,
a2,9,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,10,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,10,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,10,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,10,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,10,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,10,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,10,1,headcap,19990629,,,,,,,,,,,,,,,
a2,10,1,other,19990629,,,,,,,,,,,,,,,
a2,10,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,11,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,11,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,11,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,11,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,11,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,11,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,11,1,headcap,19990629,,,,,,,,,,,,,,,
a2,11,1,other,19990629,,,,,,,,,,,,,,,
a2,11,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,12,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,12,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,12,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,12,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,12,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,12,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,12,1,headcap,19990629,,,,,,,,,,,,,,,
a2,12,1,other,19990629,,,,,,,,,,,,,,,
a2,12,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,13,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,13,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,13,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,13,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,13,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,13,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,13,1,headcap,19990629,,,,,,,,,,,,,,,
a2,13,1,other,19990629,,,,,,,,,,,,,,,
a2,13,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,14,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,14,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,14,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,14,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,14,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,14,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,14,1,headcap,19990629,,,,,,,,,,,,,,,
a2,14,1,other,19990629,,,,,,,,,,,,,,,
a2,14,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,15,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,15,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,15,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,15,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,15,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,15,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,15,1,headcap,19990629,,,,,,,,,,,,,,,
a2,15,1,other,19990629,,,,,,,,,,,,,,,
a2,15,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,16,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,16,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,16,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,16,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,16,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,16,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,16,1,headcap,19990629,,,,,,,,,,,,,,,
a2,16,1,other,19990629,,,,,,,,,,,,,,,
a2,16,1,volume ml,19990629,,,,,,,,,,,,,,,
a2,17,1,Wyeomyia,19990629,,,,,,,,,,,,,,,
a2,17,1,Metriocnemus,19990629,,,,,,,,,,,,,,,
a2,17,1,Blaesoxipha,19990629,,,,,,,,,,,,,,,
a2,17,1,Sarraceniopus,19990629,,,,,,,,,,,,,,,
a2,17,1,Habrotrocha,19990629,,,,,,,,,,,,,,,
a2,17,1,rotvol ml,19990629,,,,,,,,,,,,,,,
a2,17,1,headcap,19990629,,,,,,,,,,,,,,,
a2,17,1,other,19990629,,,,,,,,,,,,,,,
a2,17,1,volume ml,19990629,,,,,,,,,,,,,,,
